id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
791161,0,3,1,7,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.9,0.5,0.6509608283,11,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.7180422764,0.3885871846,3.0,0.6,0.5,0.7,2,3,6,2,9,0,7,4,0,5,5,0,0,1,0,0,0
355101,0,0,1,6,0,2,0,0,1,0,0,0,0,0,0,7,1,0,0,0.2,0.2,-1.0,7,1,-1,0,-1,0,1,0,2,1,88,3,0.4,0.9909924902,0.3974921382999999,3.7416573868,0.2,0.7,0.6,3,3,9,2,11,1,8,5,2,2,5,0,1,0,1,0,0
1410982,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0.6,0.2,0.5931905259,7,1,-1,0,-1,14,1,1,2,1,68,3,0.4472135954999999,0.8763065806,0.4086563347999999,3.0,0.9,0.2,0.0,1,1,7,3,9,2,7,5,3,4,8,1,1,1,1,0,0
1465989,0,3,1,4,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0.9,0.5,0.8789197916,11,0,-1,9,-1,11,1,1,1,1,56,3,0.4898979486,1.1260624001,0.5004997502,3.1622776602,0.1,0.9,0.0,2,0,7,1,9,4,9,6,2,1,8,0,1,0,0,0,0
382766,0,4,2,4,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,1.3,1.4131082761000002,11,1,-1,0,-1,4,1,1,2,1,84,3,0.316227766,0.7417034225,0.3667424164,3.4641016151,0.6,0.5,0.4,3,0,9,3,10,3,9,7,2,1,3,0,1,1,0,1,0
715935,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.1,0.4107919181,6,1,-1,0,1,0,1,0,0,1,22,3,0.316227766,0.8503523820000001,0.374566416,3.6055512755,0.2,0.3,0.4,2,1,7,3,5,2,11,3,3,3,7,1,0,0,0,0,0
459034,1,1,1,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.9,0.2,0.616948134,11,0,0,1,1,14,1,1,1,0,104,2,0.5,1.1357634779,0.390256326,3.3166247904,0.6,0.2,0.4,3,3,10,2,8,2,10,8,1,2,12,0,1,1,0,0,0
67818,0,0,1,9,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.6,0.9,1.2990381057,6,0,-1,0,1,10,1,1,0,1,83,2,0.4242640687,1.0371209354000002,0.4009987531,3.3166247904,0.0,0.2,0.1,2,2,8,3,11,2,10,9,1,1,6,0,1,0,0,0,0
254359,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.4,0.0,0.6204836823,6,1,-1,0,1,1,1,1,0,1,85,3,0.3741657387,0.6744449815000001,0.3974921382999999,2.4494897428,0.0,0.6,0.7,4,3,7,3,8,2,7,5,2,4,7,0,1,1,0,0,0
10282,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.5,0.3,0.4974937185999999,10,1,-1,0,1,0,1,1,0,1,87,3,0.316227766,0.6855805286,0.3615245497,3.1622776602,0.3,0.1,0.2,1,1,9,4,11,1,11,9,1,2,4,0,1,1,0,0,0
675252,0,1,1,7,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.7,0.9,0.9522998477,7,1,-1,0,-1,1,1,1,2,1,52,3,0.3741657387,0.7016951140000001,0.3598610843,3.4641016151,0.0,0.4,0.7,2,0,8,3,8,0,8,4,3,2,6,0,0,0,1,0,0
1261773,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,2,1,0,0,0.3,0.0,0.5055937104,4,1,0,0,0,4,-1,1,0,1,84,3,0.316227766,0.7614280841,0.3201562119,3.6055512755,0.2,0.1,0.3,1,0,9,4,9,3,14,6,0,2,6,0,0,1,1,0,0
193867,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,1.1,1.2326293036,7,1,-1,0,-1,0,1,0,2,1,22,3,0.316227766,0.8447822351000001,0.374566416,3.7416573868,0.2,0.5,0.9,3,3,6,2,9,2,7,9,2,1,6,0,1,1,1,0,0
852766,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0.6,0.9607939425,11,1,-1,0,-1,1,1,1,2,1,104,2,0.4242640687,0.9969789076,0.4141255847999999,3.6055512755,0.5,0.9,0.9,2,0,6,2,12,2,8,5,0,5,15,0,0,1,0,0,0
1377264,0,5,1,10,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0.9,0.3,0.7729812417,11,1,-1,0,-1,11,1,1,2,1,19,3,0.3155946768,0.4904669726,0.3626292873,0.0,0.0,0.6,0.9,2,1,8,2,11,1,9,3,1,2,8,0,1,1,0,0,0
1052331,1,5,1,11,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.1,0.2,-1.0,7,0,1,0,1,1,1,1,2,1,104,2,0.4358898944,0.81983419,0.3633180425,3.1622776602,0.4,0.2,0.3,2,0,8,4,11,1,9,7,4,2,8,1,1,0,1,0,0
1457055,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0.8,0.3,0.7288689869,11,0,1,0,0,1,0,0,1,1,51,2,0.4,0.9604040988,0.3388214868999999,3.6055512755,0.8,0.8,0.7,4,2,10,4,8,1,8,4,0,2,11,1,0,0,0,1,0
1179814,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.3,0.7806247498000001,11,1,-1,0,-1,6,1,1,2,1,26,3,0.3741657387,0.6271409611,0.3907684736999999,2.8284271247,0.3,0.4,0.3,2,1,9,3,8,2,9,11,0,1,9,0,1,0,1,1,1
1017120,0,6,1,6,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0.8,1.0,1.070046728,6,1,-1,0,1,14,1,1,0,1,68,3,0.4,0.7945449345000001,0.4074309757,2.8284271247,0.9,0.4,0.4,3,3,9,4,11,3,9,5,2,3,8,0,0,1,1,0,0
706413,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.7,0.3,0.6087897831,7,1,-1,0,-1,14,1,1,2,1,104,1,0.3604164258,0.4297558407,0.3618010503,0.0,0.0,0.3,0.9,1,2,10,3,10,3,8,8,1,4,6,0,1,0,1,1,0
286921,0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.3,0.0,0.6745368782,5,1,0,8,0,11,1,1,2,1,24,2,0.5291502621999999,1.0786527409,0.4301162634,2.8284271247,0.8,0.9,0.0,3,1,9,3,10,4,10,5,5,4,5,0,0,0,0,0,0
600084,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.4,0.0,0.9453835201,9,1,0,2,1,0,1,1,2,1,104,2,0.3741657387,0.7479034056,0.3601388621,3.1622776602,0.4,0.4,0.7,4,4,8,4,8,2,3,9,0,5,8,0,0,0,0,0,0
1151944,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0.4,0.4,0.7802243267,7,1,-1,0,-1,4,0,1,2,1,48,1,0.3160696126,0.5519499618,0.3794733192,2.4494897428,0.5,0.8,0.7,3,2,7,4,9,2,10,10,3,3,8,1,1,1,1,0,0
1009455,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.7,0.3,0.5184110338,10,1,-1,0,0,0,1,0,0,1,32,3,0.316227766,0.7594582671,0.3615245497,3.6055512755,0.0,0.6,0.8,2,1,9,4,10,2,6,10,1,1,9,1,0,1,0,0,1
293368,0,1,1,7,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.6,0.8,1.32947358,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.7349874908,0.3685105154999999,3.6055512755,0.3,0.5,0.3,3,4,8,1,9,4,5,7,0,2,7,0,1,1,0,0,1
458845,0,2,1,9,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.2,0.2,-1.0,6,1,-1,0,1,0,1,1,0,1,104,0,0.4220189568999999,0.4552267621,0.3605551275,0.0,0.3,0.9,0.6,2,4,8,1,9,3,2,4,0,4,11,0,1,0,1,0,0
1308682,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.8,0.1,0.4656984003,8,1,-1,0,0,1,1,0,0,1,70,2,0.3741657387,0.9450709449,0.3860051813,3.6055512755,0.4,0.0,0.3,2,4,5,5,10,1,9,9,3,4,5,1,0,1,0,0,0
1008885,0,1,1,6,1,6,1,0,0,0,0,0,0,0,0,9,0,1,0,0.9,0.4,0.9437293044,7,1,-1,0,-1,1,1,0,0,1,65,1,0.316227766,0.7172568843000001,0.3507135583,3.6055512755,0.4,0.8,0.2,1,3,7,3,6,2,12,7,1,3,10,1,1,0,1,0,0
277055,1,2,1,5,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0.8,0.3,0.5787918450999999,7,1,0,0,0,4,1,1,2,1,50,2,0.4,0.7632439468000001,0.3201562119,3.4641016151,0.9,0.1,0.3,3,3,5,1,8,3,8,2,4,4,9,0,0,1,0,0,1
205717,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.6,0.9666307465,11,1,-1,0,-1,0,1,1,1,1,46,3,0.4,0.8284457218000001,0.3663331817,3.3166247904,0.5,0.8,0.5,3,1,5,4,9,3,12,6,0,3,7,0,1,0,0,0,0
1322923,0,7,1,7,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.6,0.4,0.7925433742,4,1,-1,0,1,0,0,1,0,1,34,2,0.4,0.8638253382,0.3780211634,3.4641016151,0.8,0.4,0.6,2,4,7,1,11,4,7,9,1,6,7,1,0,1,1,0,0
1381271,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.6,0.2,0.7185053932,7,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.7063027937,0.3598610843,3.3166247904,0.7,0.2,0.0,2,2,8,1,9,1,9,3,0,1,6,0,1,1,0,0,0
720096,0,5,1,7,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.8,0.6,0.9100137362,7,1,-1,1,-1,12,1,1,2,1,104,3,0.3741657387,0.755955692,0.3754996671,3.4641016151,0.9,0.1,0.5,0,3,9,3,9,2,12,8,2,6,7,0,1,0,0,0,0
733329,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.6,1.0891510455,3,1,-1,0,-1,14,1,1,2,1,104,2,0.3997499218,0.6289174747999999,0.4597825572999999,2.2360679775,0.3,0.2,0.2,2,1,8,5,10,3,10,8,2,3,6,1,0,1,0,0,0
1062672,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.6,0.6,1.0945889639,11,0,-1,0,-1,11,1,0,2,1,69,3,0.4242640687,1.2552040432,-1.0,3.6055512755,0.3,0.8,0.8,1,1,6,2,11,3,9,4,3,3,8,0,0,1,0,1,0
402162,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.6528782429,7,1,-1,0,-1,14,1,0,2,1,8,3,0.3872983346,0.9312193198,-1.0,3.7416573868,0.9,0.9,0.2,2,1,8,1,11,4,10,5,1,1,8,0,1,0,1,1,1
160958,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.1,0.1,-1.0,5,1,0,2,1,1,0,1,2,1,90,0,0.3741657387,0.7564597840999999,0.3271085447,3.3166247904,0.2,0.0,0.4,3,2,9,5,9,4,9,11,1,5,9,0,0,0,1,1,0
647513,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.1,0.1,-1.0,7,1,-1,0,-1,0,1,1,0,1,22,3,0.316227766,0.8030803301,0.374566416,3.6055512755,0.7,0.8,0.9,4,3,5,5,9,2,6,5,2,1,7,0,1,1,0,1,0
1011696,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.2,0.6051859218,11,1,-1,0,-1,3,1,1,0,1,15,3,0.4,0.8030803301,0.4009987531,3.1622776602,0.0,0.8,0.9,3,1,9,4,10,1,7,5,2,5,6,0,0,1,0,0,0
684485,1,5,1,1,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.3,0.2,-1.0,11,1,-1,0,-1,1,1,1,2,1,70,3,0.3741657387,0.7314934344,0.3937003937,2.8284271247,0.8,0.3,0.7,0,1,9,3,10,1,13,3,2,2,10,1,0,0,1,0,0
1077386,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,11,0,0,1,0.9,1.0,2.2628798024,10,1,-1,0,0,11,1,1,0,1,69,2,0.4242640687,1.1642931385,-1.0,3.4641016151,0.1,0.0,0.2,1,2,7,5,7,5,13,7,0,4,9,0,1,1,0,1,0
1252717,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0.9,1.0,0.9724325169,11,0,-1,0,-1,15,1,1,2,1,5,2,0.4242640687,0.8673961223000001,0.4,2.8284271247,0.9,0.9,0.8,1,1,10,1,12,4,10,8,1,2,5,1,1,1,1,1,0
1199688,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.6,0.3,0.6144102864000001,11,0,-1,9,-1,11,1,1,2,1,56,3,0.6,1.1078980172,0.5004997502,3.0,0.0,0.5,0.2,1,2,8,2,6,2,10,5,1,1,7,0,1,0,0,1,1
398044,0,5,1,3,1,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,1.2,1.508724627,11,1,-1,0,-1,11,1,0,2,1,2,3,0.4242640687,0.9789098339,0.3466987165,3.6055512755,0.9,0.0,0.6,3,1,5,5,10,2,4,6,1,5,3,0,0,0,0,0,0
832853,0,6,1,2,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.6,0.5,0.9354143467,4,0,-1,0,1,14,1,1,0,1,104,2,0.4472135954999999,0.914269342,0.4349712634,3.0,0.7,0.7,0.7,3,3,7,5,11,2,10,1,0,3,6,0,1,1,1,1,0
241705,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.4,0.5,1.0491067629000002,7,1,1,0,1,9,1,0,2,1,21,3,0.316227766,0.8448311485,0.3130495168,3.6055512755,0.7,0.7,0.2,4,1,8,5,10,2,7,8,2,1,3,0,0,1,0,1,0
1089447,0,0,2,0,0,-1,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,0.6219927652,7,1,0,0,1,1,-1,1,3,1,104,3,0.3974921382999999,0.5154633637,0.3240370348999999,1.7320508076,0.6,0.6,0.9,2,2,9,6,12,2,4,3,2,2,9,0,0,1,0,0,0
315035,1,0,2,0,0,6,0,0,1,0,0,0,0,0,0,8,1,0,0,0.8,0.9,0.8185352772,10,1,-1,0,1,0,1,1,0,1,98,3,0.4,0.8920794724,0.3974921382999999,3.3166247904,0.9,0.1,0.9,4,4,7,3,9,3,11,8,2,2,5,1,0,1,0,0,0
1229814,0,1,1,6,0,3,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0.0,0.9148087232,11,1,1,0,0,14,1,1,2,1,42,2,0.4,0.6868300643,0.3376388603,2.8284271247,0.9,0.8,0.1,1,3,10,2,7,2,11,3,2,2,5,0,1,0,0,0,0
510274,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.6,0.3,0.6882949948999999,11,1,-1,0,-1,11,1,1,2,1,103,1,0.3160696126,0.5245423034000001,0.3307567082,1.7320508076,0.9,0.7,0.6,1,1,9,3,12,2,9,6,2,2,3,0,1,0,0,0,0
1222207,0,2,1,7,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0.8,1.1,1.2083045974,11,1,-1,0,-1,15,1,1,2,1,104,2,0.4472135954999999,1.21582727,0.4,3.6055512755,0.3,0.3,0.9,5,1,10,1,9,3,7,2,0,4,9,0,1,1,0,0,0
1094252,0,1,2,0,1,-1,1,0,0,0,0,0,0,0,0,9,1,0,0,0.7,0.4,0.7318640584,7,1,0,0,1,7,-1,1,1,1,92,3,0.3741657387,0.6421168504,0.3278719262,2.6457513111,0.6,0.7,0.7,4,2,9,3,9,4,9,4,4,2,6,0,1,0,0,0,1
672440,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.5,0.6,0.8757139944,7,0,-1,0,-1,15,1,1,2,1,5,2,0.4242640687,1.0966892325,0.4,3.6055512755,0.9,0.2,0.6,1,3,7,2,11,3,6,6,2,1,3,0,1,0,1,1,0
848771,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.1,0.1,-1.0,7,1,-1,0,-1,0,1,1,2,1,86,3,0.4,0.9357676833,-1.0,3.3166247904,0.6,0.0,0.7,3,2,8,6,8,2,12,4,0,4,6,0,1,1,0,1,0
325226,0,6,1,5,1,6,0,0,1,0,0,0,0,0,0,8,0,1,0,0.5,0.4,0.6490377493,5,1,1,0,1,0,1,1,2,1,54,3,0.4,0.9549566214,0.32,3.6055512755,0.4,0.3,0.7,3,2,9,3,10,1,3,6,0,2,9,0,0,1,0,0,0
2007,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.2,0.2,-1.0,5,1,0,0,1,0,1,1,2,1,104,3,0.4242640687,0.7102845431,0.3196873473,2.4494897428,0.3,0.9,0.2,1,1,8,4,10,1,7,1,0,2,7,0,0,0,0,0,0
1123988,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.9,0.3,0.6072478901,7,1,-1,0,-1,11,1,1,2,1,99,2,0.316227766,0.5852173433,0.3687817783,2.6457513111,0.2,0.8,0.5,3,3,9,2,11,2,9,5,0,0,12,0,1,0,0,1,0
1000502,0,2,1,5,1,4,1,0,0,0,0,0,0,0,0,10,0,0,0,0.7,0.7,1.1002840542,11,1,-1,0,-1,14,1,1,0,1,104,1,0.3160696126,0.5143599086999999,0.3556683849,2.0,0.8,0.3,0.3,2,2,7,2,9,1,12,5,2,3,14,0,1,0,0,0,0
531212,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.1,0.2,-1.0,7,1,-1,0,-1,0,1,0,2,1,23,3,0.4,0.9702283109,0.3974921382999999,3.6055512755,0.7,0.2,0.0,3,1,8,2,9,4,4,5,1,4,10,0,1,1,0,1,0
756213,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9,0.4,1.2879246872,7,1,-1,0,-1,11,1,1,2,1,57,2,0.3741657387,0.7343828578,0.3924283374,3.3166247904,0.5,0.1,0.5,1,1,9,2,9,2,6,6,0,6,8,0,0,0,0,0,1
1304749,0,2,2,3,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0.9,0.3,0.6432340165,7,0,-1,9,-1,10,1,1,1,1,81,3,0.4472135954999999,1.1790351848,0.4975942122,3.1622776602,0.9,0.3,0.0,3,4,9,4,9,2,10,6,0,4,5,1,0,0,1,0,0
1346668,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.1,0.3,-1.0,11,1,-1,0,-1,14,1,1,2,1,29,3,0.3994996871,0.6095147779,0.3984971768999999,2.2360679775,0.0,0.4,0.1,1,2,7,4,8,4,3,1,3,3,8,0,1,1,1,0,1
1154204,0,5,1,5,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.8,1.3,1.6048753846,11,1,1,9,1,17,0,1,2,1,104,3,0.4472135954999999,0.8692639615000001,0.3734969878999999,3.3166247904,0.8,0.4,0.8,2,1,7,3,8,1,10,4,0,1,10,0,1,0,0,1,0
54135,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.7,0.4,0.2561737691,8,0,-1,0,0,15,1,1,0,1,5,2,0.4242640687,1.0337287078,0.4,3.1622776602,0.8,0.3,0.1,3,2,10,4,9,2,11,5,4,0,8,0,0,0,1,0,0
782051,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.9,0.3,0.7267220927,7,1,0,0,0,4,1,1,2,1,9,2,0.316227766,0.7276135565,0.3201562119,3.4641016151,0.8,0.1,0.9,2,3,7,6,11,3,9,4,0,4,10,1,0,0,1,0,0
101332,0,3,3,9,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.9,0.9743587635,7,0,1,1,1,10,1,1,0,1,104,2,0.4472135954999999,0.8242326759999999,0.3794733192,2.4494897428,0.0,0.7,0.0,2,3,7,1,7,1,7,7,1,6,7,0,1,1,1,0,0
1434429,0,1,1,8,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.4,0.5,0.454835135,10,1,-1,8,1,11,1,1,0,1,24,2,0.5291502621999999,1.011912517,0.5394441584,2.2360679775,0.1,0.8,0.4,2,2,7,4,9,3,8,3,2,4,8,0,1,1,0,1,0
117108,0,2,1,9,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.6,0.6,0.7972609359999999,7,1,1,0,0,4,1,1,2,1,48,3,0.316227766,0.7210787373,0.2966479395,3.4641016151,0.8,0.4,0.0,3,3,7,3,11,4,8,8,3,2,8,0,1,1,1,0,0
1421589,0,5,1,3,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.9,1.5,1.78325545,11,0,0,9,1,8,1,1,2,1,104,3,0.632455532,1.2377832759,0.5035871325,2.6457513111,0.4,0.6,0.4,1,1,8,5,12,2,4,2,1,3,12,0,0,1,0,0,0
784754,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.5,0.2,0.4924428901,9,0,0,0,0,11,1,1,1,1,69,3,0.4242640687,1.0829921056,0.3535533906,3.4641016151,0.9,0.2,0.7,1,2,9,2,10,1,14,3,0,4,2,0,0,0,0,0,0
378232,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.3,0.0,0.6005206075,4,1,-1,0,1,1,1,1,0,1,10,2,0.316227766,0.7279826081,0.3814446225,3.3166247904,0.9,0.2,0.7,3,2,8,2,7,2,18,6,2,1,8,0,0,1,0,0,0
27397,0,5,1,7,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.7,0.7,1.0395311443000002,11,1,1,1,1,3,1,0,2,1,59,3,0.316227766,0.7979545131,0.3096772513,3.7416573868,0.3,0.3,0.2,4,1,7,6,7,3,8,4,2,3,5,0,1,0,0,0,0
346072,0,5,1,7,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.6,0.4,0.6964194139,11,1,-1,0,-1,0,1,1,2,1,34,2,0.4,0.7956363429000001,-1.0,3.3166247904,0.3,0.2,0.1,4,1,8,1,10,2,9,5,0,3,8,1,1,1,0,1,0
